代码,名称,最新价,涨跌幅%,量比,换手率%,振幅%,成交量,成交额(万),ma5_dev%,vol_vs_ma5,score,score_pct,数据源,行情采集时间,adaptive_score,final_score,enrich_score,enrich_notes
605118,力鼎光电,49.11,3.69,0.0,0.0,0.0,9150398,44591.3,5.72,2.12,67,63,新浪,2026-04-28 14:23:18,,67.0,0.0,
002833,弘亚数控,20.25,4.71,0.0,0.0,0.0,14984188,30333.7,4.31,1.68,63,60,新浪,2026-04-28 14:23:18,,63.0,0.0,
605089,味知香,29.25,3.07,0.0,0.0,0.0,7364092,21209.1,3.5,3.5,63,60,新浪,2026-04-28 14:23:18,,63.0,0.0,
603798,康普顿,19.07,4.67,0.0,0.0,0.0,9896370,18631.7,3.33,1.62,63,60,新浪,2026-04-28 14:23:18,,63.0,0.0,
603170,宝立食品,13.85,2.21,0.0,0.0,0.0,7168773,9953.1,1.93,3.32,61,58,新浪,2026-04-28 14:23:18,,61.0,0.0,
002963,豪尔赛,16.77,6.34,0.0,0.0,0.0,8166800,13410.7,4.11,1.67,61,58,新浪,2026-04-28 14:23:18,,61.0,0.0,
603110,东方材料,21.01,6.87,0.0,0.0,0.0,53119226,113291.5,11.02,3.64,60,57,新浪,2026-04-28 14:23:18,,60.0,0.0,
600830,香溢融通,10.06,5.45,0.0,0.0,0.0,41086431,40755.6,10.12,4.65,60,57,新浪,2026-04-28 14:23:18,,60.0,0.0,
603125,常青科技,22.45,4.52,0.0,0.0,0.0,22576167,50317.7,11.83,4.01,60,57,新浪,2026-04-28 14:23:18,,60.0,0.0,
603221,爱丽家居,12.28,3.28,0.0,0.0,0.0,9975887,12287.7,2.54,2.0,60,57,新浪,2026-04-28 14:23:18,,60.0,0.0,
000809,和展能源,3.85,4.05,0.0,0.0,0.0,38437400,14885.7,2.89,2.34,60,57,新浪,2026-04-28 14:23:18,,60.0,0.0,
001259,利仁科技,33.39,3.06,0.0,0.0,0.0,2466200,8157.9,1.77,2.18,58,55,新浪,2026-04-28 14:23:18,,58.0,0.0,
002092,中泰化学,6.99,3.86,0.0,0.0,0.0,92007025,63590.4,5.85,1.7,58,55,新浪,2026-04-28 14:23:18,,58.0,0.0,
002216,三全食品,14.64,1.46,0.0,0.0,0.0,15562599,22747.9,6.54,3.13,57,54,新浪,2026-04-28 14:23:18,,57.0,0.0,
603682,锦和商管,8.33,6.12,0.0,0.0,0.0,35535400,29016.8,7.71,2.8,57,54,新浪,2026-04-28 14:23:18,,57.0,0.0,
605266,健之佳,19.89,4.08,0.0,0.0,0.0,4488678,8952.1,1.28,1.81,56,53,新浪,2026-04-28 14:23:18,,56.0,0.0,
603353,和顺石油,39.78,6.33,0.0,0.0,0.0,13574600,52921.0,1.37,1.53,56,53,新浪,2026-04-28 14:23:18,,56.0,0.0,
