代码,名称,最新价,涨跌幅%,量比,换手率%,振幅%,成交量,成交额(万),ma5_dev%,vol_vs_ma5,score,score_pct,数据源,行情采集时间,adaptive_score,final_score,enrich_score,enrich_notes
603488,展鹏科技,13.14,5.8,0.0,0.0,0.0,38613120,49522.7,2.89,2.22,65,61,新浪,2026-05-10 02:49:53,104.55508474576271,94.88877118644068,20.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线、腾讯买盘偏强60%、腾讯尾段成交放大
603194,中力股份,37.15,4.94,0.0,0.0,0.0,4529995,16778.4,4.99,3.23,65,61,新浪,2026-05-10 02:49:53,104.33262711864407,94.83315677966101,20.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线、腾讯买盘偏强56%、腾讯尾段成交放大
002861,瀛通通讯,17.9,5.42,0.0,0.0,0.0,13229515,23600.4,4.21,3.47,65,61,新浪,2026-05-10 02:49:53,103.4427966101695,94.61069915254237,20.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线、腾讯买盘占优65%、腾讯尾段成交放大
600826,兰生股份,10.1,5.1,0.0,0.0,0.0,20822980,20854.7,5.6,5.68,65,61,新浪,2026-05-10 02:49:53,97.65889830508475,93.16472457627118,20.0,同花顺量价齐升、同花顺突破5日线、腾讯买盘占优68%、腾讯尾段成交放大
000546,金圆股份,7.83,4.12,0.0,0.0,0.0,158788013,125537.8,5.6,1.67,63,60,新浪,2026-05-10 02:49:53,104.77754237288136,90.44438559322035,17.0,同花顺量价齐升、同花顺突破5日线、腾讯买盘偏强55%、腾讯尾段成交放大
603239,浙江仙通,25.9,3.81,0.0,0.0,0.0,10802550,27891.1,3.84,1.91,58,55,新浪,2026-05-10 02:49:53,102.33050847457626,89.08262711864407,20.0,同花顺量价齐升、同花顺突破5日线、腾讯买盘占优63%、腾讯尾段成交放大
002676,顺威股份,8.15,4.35,0.0,0.0,0.0,62761956,50268.0,3.25,1.72,58,55,新浪,2026-05-10 02:49:53,102.10805084745762,89.0270127118644,20.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线、腾讯买盘偏强56%、腾讯尾段成交放大
002976,瑞玛精密,32.7,5.11,0.0,0.0,0.0,5850060,18701.4,2.26,1.53,61,58,新浪,2026-05-10 02:49:53,103.88771186440678,88.7219279661017,17.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线、腾讯尾段成交放大
002429,兆驰股份,12.69,5.05,0.0,0.0,0.0,205230423,255853.5,-0.32,1.79,61,58,新浪,2026-05-10 02:49:53,103.22033898305085,88.55508474576271,17.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线、腾讯尾段成交放大
002855,捷荣技术,12.86,2.72,0.0,0.0,0.0,4891410,6243.4,6.03,3.59,58,55,新浪,2026-05-10 02:49:53,98.99364406779661,88.24841101694915,20.0,同花顺量价齐升、同花顺突破5日线、腾讯买盘占优62%、腾讯尾段成交放大
001278,一彬科技,23.63,7.95,0.0,0.0,0.0,6442150,14855.0,2.69,1.95,58,55,新浪,2026-05-10 02:49:53,97.88135593220339,87.97033898305085,20.0,同花顺量价齐升、同花顺突破5日线、腾讯买盘占优66%、腾讯尾段成交放大
605369,拱东医疗,22.5,5.49,0.0,0.0,0.0,7040662,15614.5,3.79,2.4,67,63,新浪,2026-05-10 02:49:53,105.0,87.5,11.0,同花顺连续上涨、同花顺突破5日线、腾讯尾段成交放大
002615,哈尔斯,8.6,3.87,0.0,0.0,0.0,16898359,14361.1,4.01,2.46,62,59,新浪,2026-05-10 02:49:53,104.11016949152543,86.52754237288136,14.0,同花顺量价齐升、同花顺突破5日线、腾讯尾段成交放大
002757,南兴股份,29.02,4.24,0.0,0.0,0.0,75766559,217476.2,3.87,1.99,58,55,新浪,2026-05-10 02:49:53,101.21822033898304,85.80455508474576,17.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线、腾讯尾段成交放大
600790,轻纺城,4.94,5.33,0.0,0.0,0.0,88023561,42935.8,3.95,1.96,58,55,新浪,2026-05-10 02:49:53,100.32838983050847,85.58209745762711,17.0,同花顺连续上涨、同花顺突破5日线、腾讯买盘占优76%、腾讯尾段成交放大
002480,新筑股份,6.71,2.29,0.0,0.0,0.0,16746961,11194.9,5.98,2.77,60,57,新浪,2026-05-10 02:49:53,103.66525423728814,84.91631355932203,14.0,同花顺量价齐升、同花顺突破5日线、腾讯尾段成交放大
003030,祖名股份,22.87,2.19,0.0,0.0,0.0,3136300,7152.0,2.47,2.87,60,57,新浪,2026-05-10 02:49:53,102.77542372881355,83.69385593220339,13.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线
001259,利仁科技,37.56,3.16,0.0,0.0,0.0,1771600,6573.2,1.77,2.18,58,55,新浪,2026-05-10 02:49:53,100.77330508474576,82.69332627118644,14.0,同花顺连续上涨、同花顺突破5日线、腾讯买盘偏强60%、腾讯尾段成交放大
002327,富安娜,7.4,2.21,0.0,0.0,0.0,9242300,6794.2,2.76,2.94,60,57,新浪,2026-05-10 02:49:53,102.5529661016949,80.63824152542372,10.0,同花顺量价齐升、同花顺突破5日线
001373,翔腾新材,40.09,2.85,0.0,0.0,0.0,2774700,10957.8,3.38,1.78,56,53,新浪,2026-05-10 02:49:53,100.55084745762711,80.13771186440678,13.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线
