代码,名称,最新价,涨跌幅%,量比,换手率%,振幅%,成交量,成交额(万),ma5_dev%,vol_vs_ma5,score,score_pct,数据源,行情采集时间,adaptive_score,final_score,enrich_score,enrich_notes
002266,浙富控股,4.98,4.62,0.0,0.0,0.0,258820270,126567.6,4.68,2.95,67,63,新浪,2026-04-29 13:42:16,,78.0,11.0,同花顺突破5日线、腾讯买盘偏强57%、腾讯尾段成交放大
002340,格林美,9.38,5.04,0.0,0.0,0.0,310205884,285113.9,4.4,2.16,67,63,新浪,2026-04-29 13:42:16,,78.0,11.0,同花顺连续上涨、同花顺突破5日线、腾讯尾段成交放大
003026,中晶科技,47.79,5.54,0.0,0.0,0.0,23399095,112693.4,5.97,1.8,63,60,新浪,2026-04-29 13:42:16,,76.0,13.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线
002795,永和智控,9.05,4.02,0.0,0.0,0.0,29630064,26740.1,6.59,2.86,67,63,新浪,2026-04-29 13:42:16,,75.0,8.0,同花顺突破5日线、腾讯尾段成交放大
002407,多氟多,35.98,6.58,0.0,0.0,0.0,174598452,608439.2,6.9,1.56,63,60,新浪,2026-04-29 13:42:16,,73.0,10.0,同花顺突破5日线、腾讯买盘占优65%
600884,杉杉股份,16.37,3.87,0.0,0.0,0.0,135927142,219779.7,4.9,1.53,63,60,新浪,2026-04-29 13:42:16,,73.0,10.0,同花顺突破5日线、腾讯买盘占优65%
002591,恒大高新,7.62,4.1,0.0,0.0,0.0,8255187,6169.7,2.86,1.52,58,55,新浪,2026-04-29 13:42:16,,71.0,13.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线
600323,瀚蓝环境,32.58,3.99,0.0,0.0,0.0,11031354,35751.9,4.2,1.79,58,55,新浪,2026-04-29 13:42:16,,71.0,13.0,同花顺连续上涨、同花顺突破5日线、腾讯买盘占优63%
002963,豪尔赛,17.5,4.29,0.0,0.0,0.0,8003500,13696.5,4.11,1.67,61,58,新浪,2026-04-29 13:42:16,,71.0,10.0,同花顺量价齐升、同花顺突破5日线
605589,圣泉集团,39.8,5.15,0.0,0.0,0.0,46126585,179453.6,4.09,2.05,67,63,新浪,2026-04-29 13:42:16,,70.0,3.0,腾讯买盘偏强61%
603045,福达合金,41.85,4.39,0.0,0.0,0.0,5492616,22590.0,6.67,1.52,63,60,新浪,2026-04-29 13:42:16,,70.0,7.0,同花顺突破5日线、腾讯买盘偏强57%
000782,恒申新材,7.15,4.23,0.0,0.0,0.0,32872400,23178.5,7.35,3.14,65,61,新浪,2026-04-29 13:42:16,,69.0,4.0,同花顺突破5日线
002563,森马服饰,6.08,6.29,0.0,0.0,0.0,69664668,41849.5,3.89,2.21,62,59,新浪,2026-04-29 13:42:16,,69.0,7.0,同花顺连续上涨、同花顺突破5日线
000651,格力电器,40.63,5.7,0.0,0.0,0.0,164401004,662476.2,1.14,1.74,56,53,新浪,2026-04-29 13:42:16,,69.0,13.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线
600540,新赛股份,5.09,4.09,0.0,0.0,0.0,15315373,7730.2,2.62,1.63,63,60,新浪,2026-04-29 13:42:16,,69.0,6.0,腾讯买盘占优76%
603488,展鹏科技,11.37,3.74,0.0,0.0,0.0,11565480,13077.6,2.89,2.22,65,61,新浪,2026-04-29 13:42:16,,68.0,3.0,腾讯买盘偏强57%
000636,风华高科,25.35,3.72,0.0,0.0,0.0,96662636,241450.9,3.19,1.37,55,52,新浪,2026-04-29 13:42:16,,68.0,13.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线
000589,贵州轮胎,5.1,7.82,0.0,0.0,0.0,94961365,47979.7,3.55,3.4,60,57,新浪,2026-04-29 13:42:16,,68.0,8.0,同花顺突破5日线、腾讯尾段成交放大
603029,天鹅股份,19.76,2.97,0.0,0.0,0.0,1672530,3279.2,1.96,1.6,54,51,新浪,2026-04-29 13:42:16,,67.0,13.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线
603156,养元饮品,35.63,4.12,0.0,0.0,0.0,7058838,24737.7,3.35,1.76,63,60,新浪,2026-04-29 13:42:16,,67.0,4.0,同花顺突破5日线
